212,5
213,5
214,5
215,5
216,5
217,5
218,5
219,5
220,5
221,5
222,5
223,5
224,5
225,5
226,5
227,5
228,5
229,5
230,5
231,5
232,5
233,5
234,5
235,5
236,5
237,5
238,5
239,5
240,5
241,5
242,5
243,5
244,5
245,5
246,5
247,5
248,5
249,5
250,50
251,50
252,50
253,50
254,50
255,50
256,50
257,50
258,50
259,50
260,50
261,50
262,50
263,50
264,50
265,50
266,50
267,50
268,50
269,50
270,50
271,50
272,50
273,50
274,50
275,50
276,50
277,50
278,50
279,50
280,50
281,50
282,50
283,50
284,50
285,50
286,50
287,50
288,50
289,50
290,50
291,50
292,50
293,50
294,50
295,50
296,50
297,50
298,50
299,50
300,50
301,50
302,50
303,50
304,50
305,50
306,50
307,50
308,50
309,50
310,50
311,50
312,50
313,50
314,50
315,50
316,50
317,50
318,50
319,50
320,50
321,50
322,50
323,50
324,50
325,50
326,50
327,50
328,50
329,50
330,50
331,50
332,50
333,50
334,50
335,50
336,50
337,50
338,50
339,50
340,50
341,50
342,50
343,50
344,50
345,50
346,50
347,50
348,50
349,50
350,50
351,50
352,50
353,50
354,50
355,50
356,50
357,50
358,50
359,50
360,50
361,50
362,50
363,50
364,50
365,50
366,50
367,50
368,50
369,50
370,50
371,50
372,50
373,50
374,50
375,50
376,50
377,50
378,50
379,50
380,50
381,50
382,50
383,50
384,50
385,50
386,50
387,50
388,50
389,50
390,50
391,50
392,50
393,50
394,50
395,50
396,50
397,50
398,50
399,50
400,50
401,50
402,50
403,50
404,50
405,50
406,50
407,50
408,50
409,50
410,50
411,50
412,50
413,50
414,50
415,50
416,50
417,50
418,50
419,50
420,50
421,50
422,50
423,50
424,50
425,50
426,50
427,50
428,50
429,50
430,50
431,50
432,50
433,50
434,50
435,50
436,50
437,50
438,50
439,50
440,50
441,50
442,50
443,50
444,50
445,50
446,50
447,49
448,63
449,63
450,63
451,63
452,63
453,63
454,63
455,63
456,63
457,63
458,63
459,63
460,63
461,63
462,63
463,63
464,63
465,63
466,63
467,63
468,63
469,63
470,63
471,63
472,63
473,63
474,63
475,63
476,63
477,63
478,63
479,63
480,63
481,63
482,63
483,63
484,63
485,63
486,63
487,63
488,63
489,63
490,63
491,63
492,63
493,63
494,267
495,267
496,267
497,267
498,267
499,267
500,267
501,267
502,267
503,267
504,267
505,267
506,267
507,267
508,267
509,267
510,267
511,267
512,267
513,267
514,267
515,267
516,267
517,267
518,267
519,267
520,267
521,267
522,267
523,267
524,267
525,267
526,267
527,267
528,267
529,267
530,267
531,267
532,267
533,267
534,267
535,267
536,267
537,267
538,267
539,267
540,267
541,267
542,267
543,267
544,267
545,267
546,267
547,267
548,267
549,267
550,267
551,267
552,267
553,267
554,267
555,267
556,267
557,267
558,267
559,267
560,267
561,267
562,257
563,257
564,257
565,257
566,257
567,257
568,257
569,257
570,257
571,257
572,257
573,257
574,257
575,257
576,257
577,257
578,257
579,257
580,257
581,257
582,257
583,257
584,257
585,257
586,257
587,257
588,257
589,257
590,257
591,257
592,257
593,257
594,257
595,257
596,257
597,257
598,257
599,257
600,257
601,257
602,257
603,257
604,257
605,257
606,257
607,257
608,257
609,257
610,257
611,257
612,257
613,257
614,257
615,257
616,257
617,257
618,257
619,257
620,257
621,257
622,257
623,257
624,257
625,257
626,257
627,257
628,257
629,257
630,257
631,257
632,257
633,257
634,257
635,257
636,257
637,257
638,257
639,257
640,257
641,257
642,257
643,229
644,229
645,229
646,229
647,229
648,229
649,229
650,229
651,229
652,229
653,229
654,229
655,229
656,229
657,229
658,229
659,229
660,229
661,229
662,229
663,229
664,229
665,229
666,229
667,229
668,229
669,229
670,229
671,229
672,229
673,229
674,229
675,229
676,229
677,229
678,229
679,229
680,229
681,229
682,229
683,229
684,229
685,229
686,229
687,229
688,229
689,229
690,229
691,229
692,229
693,229
694,229
695,229
696,229
697,229
698,229
699,229
700,229
701,229
702,229
703,229
704,229
705,229
706,229
707,229
708,229
709,229
710,229
711,229
712,229
713,229
714,229
715,229
716,229
717,229
718,229
719,229
720,229
721,229
722,229
723,229
724,229
725,229
726,229
727,229
728,229
729,229
730,229
731,229
732,229
733,229
734,229
735,229
736,229
737,229
738,229
739,229
740,229
741,229
742,229
743,229
744,229
745,229
746,229
747,229
748,229
749,229
750,229
751,229
752,229
753,229
754,229
755,229
756,229
757,229
758,229
759,229
760,229
761,229
762,229
763,229
764,229
765,229
766,229
767,229
768,229
769,229
770,229
771,229
772,229
773,229
774,229
775,229
776,229
777,229
778,229
779,229
780,229
781,229
782,229
783,229
784,229
785,229
786,229
787,229
788,229
789,229
790,229
791,229
792,229
793,229
794,229
795,229
796,229
797,229
798,229
799,229
800,229
801,229
802,229
803,229
804,229
805,229
806,229
807,229
808,229
809,229
810,229
811,229
812,229
813,229
814,229
815,229
816,229
817,229
818,229
819,229
820,229
821,229
822,229
823,229
824,229
825,229
826,229
827,229
828,229
829,229
830,229
831,229
832,229
833,229
834,229
835,229
836,229
837,229
838,229
839,229
840,229
841,229
842,229
843,229
844,229
845,229
846,229
847,229
848,229
849,229
850,229
851,229
852,229
853,229
854,229
855,229
856,229
857,229
858,229
859,229
860,229
861,229
862,229
863,229
864,229
865,229
866,229
867,229
868,229
869,229
870,229
871,229
872,229
873,229
874,229
875,229
876,229
877,229
878,229
879,229
880,229
881,229
882,229
883,229
884,229
885,229
886,229
887,229
888,229
889,229
890,229
891,229
892,229
893,229
894,229
895,229
896,229
897,229
898,229
899,229
900,229
901,229
902,229
903,229
904,229
905,229
906,229
907,229
908,229
909,229
910,229
911,229
912,229
913,229
914,229
915,229
916,229
917,229
918,229
919,229
920,229
921,229
922,229
923,229
924,229
925,229
926,229
927,229
928,229
929,229
930,229
931,229
932,229
933,229
934,229
935,229
936,229
937,229
938,229
939,229
940,229
941,229
942,229
943,229
944,229
945,229
946,229
947,229
948,229
949,229
950,229
951,229
952,229
953,229
954,229
955,229
956,229
957,229
958,229
959,229
960,229
961,229
962,229
963,229
964,229
965,229
966,229
967,229
968,229
969,229
970,229
971,229
972,229
973,229
974,229
975,229
976,229
977,229
978,229
979,229
980,229
981,229
982,229
983,229
984,229
985,229
986,229
987,229
988,229
989,229
990,229
991,229
992,229
993,229
994,229
995,229
996,229
997,229
998,229
999,229
1000,229
1001,229
1002,229
1003,229
1004,229
1005,229
1006,229
1007,229
1008,229
1009,229
1010,229
1011,229
1012,229
1013,229
1014,229
1015,229
1016,229
1017,229
1018,229
1019,229
1020,229
1021,229
1022,229
1023,229
1024,229
1025,229
1026,229
1027,229
1028,229
1029,229
1030,229
1031,229
1032,229
1033,229
1034,229
1035,229
1036,229
1037,229
1038,229
1039,49
1040,49
1041,49
1042,49
1043,49
1044,49
1045,49
1046,49
1047,49
1048,49
1049,49
1050,49
1051,49
1052,49
1053,49
1054,49
1055,49
1056,49
1057,49
1058,49
1059,49
1060,49
1061,49
1062,49
1063,49
1064,49
1065,49
1066,49
1067,49
1068,49
1069,49
1070,49
1071,49
1072,49
1073,49
1074,49
1075,49
1076,49
1077,49
1078,49
1079,49
1080,49
1081,49
1082,49
1083,49
1084,49
1085,49
1086,49
1087,49
1088,49
1089,49
1090,49
1091,49
1092,49
1093,49
1094,49
1095,49
1096,49
1097,49
1098,49
1099,49
1100,49
1101,49
1102,49
1103,49
1104,49
1105,49
1106,49
1107,49
1108,49
1109,49
1110,49
1111,49
1112,49
1113,49
1114,49
1115,49
1116,49
1117,49
1118,49
1119,49
1120,49
1121,49
1122,49
1123,49
1124,49
1125,49
1126,49
1127,49
1128,49
1129,49
1130,49
1131,49
1132,49
1133,49
1134,49
1135,49
1136,49
1137,49
1138,49
1139,49
1140,49
1141,49
1142,49
1143,49
1144,49
1145,49
1146,49
1147,49
1148,49
1149,49
1150,49
1151,49
1152,49
1153,49
1154,49
1155,49
1156,49
1157,49
1158,49
1159,49
1160,49
1161,49
1162,49
1163,49
1164,49
1165,49
1166,49
1167,49
1168,49
1169,49
1170,49
1171,49
1172,49
1173,49
1174,49
1175,49
1176,49
1177,49
1178,49
1179,49
1180,49
1181,49
1182,49
1183,49
1184,49
1185,49
1186,49
1187,49
1188,49
1189,49
1190,49
1191,49
1192,49
1193,49
1194,49
1195,49
1196,49
1197,49
1198,49
1199,49
1200,49
1201,49
1202,49
1203,49
1204,49
1205,49
1206,49
1207,49
1208,49
1209,49
1210,49
1211,49
1212,49
1213,49
1214,49
1215,49
1216,49
1217,171
1218,171
1219,171
1220,171
1221,171
1222,171
1223,171
1224,171
1225,171
1226,171
1227,171
1228,171
1229,171
1230,171
1231,171
1232,171
1233,171
1234,171
1235,171
1236,171
1237,171
1238,171
1239,171
1240,171
1241,171
1242,171
1243,171
1244,171
1245,171
1246,171
1247,171
1248,171
1249,171
1250,171
1251,171
1252,171
1253,171
1254,171
1255,171
1256,171
1257,171
